Gene	sgRNA	eff
Sptbn4	Sptbn4_4	1
Sptbn4	Sptbn4_3	1
Sptbn4	Sptbn4_2	1
Sptbn4	Sptbn4_5	1
Sycp2	Sycp2_4	1
Sycp2	Sycp2_2	1
Sycp2	Sycp2_3	1
Sycp2	Sycp2_5	1
Sycp2	Sycp2_1	1
Fam65c	Fam65c_4	1
Fam65c	Fam65c_1	1
Fam65c	Fam65c_5	1
Fam65c	Fam65c_2	1
Fam65c	Fam65c_3	1
Daam1	Daam1_2	1
Daam1	Daam1_1	1
Daam1	Daam1_4	1
Daam1	Daam1_5	1
Daam1	Daam1_3	1
Pip4k2a	Pip4k2a_3	1
Pip4k2a	Pip4k2a_2	1
Pip4k2a	Pip4k2a_4	1
Pip4k2a	Pip4k2a_1	1
Pip4k2a	Pip4k2a_5	1
Apold1	Apold1_1	1
Apold1	Apold1_4	1
Apold1	Apold1_2	1
Apold1	Apold1_3	1
Apold1	Apold1_5	1
Olfr1225	Olfr1225_1	1
Olfr1225	Olfr1225_4	1
Olfr1225	Olfr1225_2	1
Olfr1225	Olfr1225_3	1
Hsd17b1	Hsd17b1_2	1
Hsd17b1	Hsd17b1_1	1
Hsd17b1	Hsd17b1_3	1
Hsd17b1	Hsd17b1_5	1
Hsd17b1	Hsd17b1_4	1
Renbp	Renbp_4	1
Renbp	Renbp_3	1
Renbp	Renbp_1	1
Renbp	Renbp_5	1
Renbp	Renbp_2	1
Trim7	Trim7_5	1
Trim7	Trim7_4	1
Trim7	Trim7_3	1
Trim7	Trim7_1	1
Trim7	Trim7_2	1
Elavl2	Elavl2_5	1
Elavl2	Elavl2_3	1
Elavl2	Elavl2_4	1
Elavl2	Elavl2_1	1
Elavl2	Elavl2_2	1
Cyp1a1	Cyp1a1_2	1
Cyp1a1	Cyp1a1_1	1
Cyp1a1	Cyp1a1_4	1
Cyp1a1	Cyp1a1_5	1
Cyp1a1	Cyp1a1_3	1
Hectd1	Hectd1_5	1
Hectd1	Hectd1_3	1
Hectd1	Hectd1_2	1
Hectd1	Hectd1_1	1
Hectd1	Hectd1_4	1
Dmwd	Dmwd_1	1
Dmwd	Dmwd_5	1
Dmwd	Dmwd_2	1
Dmwd	Dmwd_3	1
Dmwd	Dmwd_4	1
Gm7173	Gm7173_1	1
Gm7173	Gm7173_5	1
Gm7173	Gm7173_2	1
Gm7173	Gm7173_4	1
Gm7173	Gm7173_3	1
Cdh12	Cdh12_3	1
Cdh12	Cdh12_2	1
Cdh12	Cdh12_1	1
Cdh12	Cdh12_5	1
Cdh12	Cdh12_4	1
Gdpd4	Gdpd4_3	1
Gdpd4	Gdpd4_2	1
Gdpd4	Gdpd4_4	1
Gdpd4	Gdpd4_1	1
Gdpd4	Gdpd4_5	1
Zfp457	Zfp457_3	1
Zfp457	Zfp457_4	1
Zfp457	Zfp457_1	1
Zfp457	Zfp457_5	1
Zfp457	Zfp457_2	1
AW011738	AW011738_4	1
AW011738	AW011738_2	1
AW011738	AW011738_3	1
AW011738	AW011738_5	1
AW011738	AW011738_1	1
Olfr782	Olfr782_4	1
Olfr782	Olfr782_2	1
Olfr782	Olfr782_3	1
Olfr782	Olfr782_1	1
Phactr3	Phactr3_2	1
Phactr3	Phactr3_4	1
Phactr3	Phactr3_1	1
Phactr3	Phactr3_5	1
Phactr3	Phactr3_3	1
4430402I18Rik	4430402I18Rik_1	1
4430402I18Rik	4430402I18Rik_5	1
4430402I18Rik	4430402I18Rik_3	1
4430402I18Rik	4430402I18Rik_2	1
4430402I18Rik	4430402I18Rik_4	1
Dclk3	Dclk3_4	1
Dclk3	Dclk3_3	1
Dclk3	Dclk3_2	1
Dclk3	Dclk3_1	1
Dclk3	Dclk3_5	1
Rps2	Rps2_2	1
Rps2	Rps2_3	1
Rps2	Rps2_1	1
Dcbld2	Dcbld2_3	1
Dcbld2	Dcbld2_4	1
Dcbld2	Dcbld2_2	1
Dcbld2	Dcbld2_5	1
Dcbld2	Dcbld2_1	1
Gm13078	Gm13078_2	1
Gm13078	Gm13078_3	1
Gm13078	Gm13078_1	1
Gm13078	Gm13078_4	1
Olfr148	Olfr148_5	1
Olfr148	Olfr148_1	1
Olfr148	Olfr148_2	1
Olfr148	Olfr148_4	1
Olfr148	Olfr148_3	1
Nxnl1	Nxnl1_4	1
Nxnl1	Nxnl1_1	1
Nxnl1	Nxnl1_2	1
Nxnl1	Nxnl1_3	1
Nxnl1	Nxnl1_5	1
Spag4	Spag4_5	1
Spag4	Spag4_2	1
Spag4	Spag4_1	1
Spag4	Spag4_4	1
Spag4	Spag4_3	1
Gpr12	Gpr12_3	1
Gpr12	Gpr12_4	1
Gpr12	Gpr12_1	1
Gpr12	Gpr12_5	1
Gpr12	Gpr12_2	1
Snx10	Snx10_3	1
Snx10	Snx10_1	1
Snx10	Snx10_5	1
Snx10	Snx10_4	1
Snx10	Snx10_2	1
Nus1	Nus1_4	1
Nus1	Nus1_1	1
Nus1	Nus1_3	1
Nus1	Nus1_2	1
Nus1	Nus1_5	1
Hsd3b3	Hsd3b3_3	1
Hsd3b3	Hsd3b3_1	1
Hsd3b3	Hsd3b3_2	1
Slc7a2	Slc7a2_4	1
Slc7a2	Slc7a2_5	1
Slc7a2	Slc7a2_2	1
Slc7a2	Slc7a2_3	1
Slc7a2	Slc7a2_1	1
Fam161a	Fam161a_2	1
Fam161a	Fam161a_3	1
Fam161a	Fam161a_4	1
Fam161a	Fam161a_1	1
Fam161a	Fam161a_5	1
Trpm7	Trpm7_1	1
Trpm7	Trpm7_5	1
Trpm7	Trpm7_4	1
Trpm7	Trpm7_2	1
Trpm7	Trpm7_3	1
1700025C18Rik	1700025C18Rik_4	1
1700025C18Rik	1700025C18Rik_3	1
1700025C18Rik	1700025C18Rik_1	1
1700025C18Rik	1700025C18Rik_2	1
1700025C18Rik	1700025C18Rik_5	1
Fbxw5	Fbxw5_3	1
Fbxw5	Fbxw5_5	1
Fbxw5	Fbxw5_1	1
Fbxw5	Fbxw5_2	1
Fbxw5	Fbxw5_4	1
Wfikkn2	Wfikkn2_2	1
Wfikkn2	Wfikkn2_5	1
Wfikkn2	Wfikkn2_3	1
Wfikkn2	Wfikkn2_1	1
Wfikkn2	Wfikkn2_4	1
Crxos	Crxos_3	1
Crxos	Crxos_2	1
Crxos	Crxos_4	1
Crxos	Crxos_1	1
Ddx51	Ddx51_3	1
Ddx51	Ddx51_5	1
Ddx51	Ddx51_4	1
Ddx51	Ddx51_1	1
Ddx51	Ddx51_2	1
Rnf128	Rnf128_1	1
Rnf128	Rnf128_4	1
Rnf128	Rnf128_3	1
Rnf128	Rnf128_5	1
Rnf128	Rnf128_2	1
4930415L06Rik	4930415L06Rik_2	1
4930415L06Rik	4930415L06Rik_1	1
4930415L06Rik	4930415L06Rik_5	1
4930415L06Rik	4930415L06Rik_4	1
4930415L06Rik	4930415L06Rik_3	1
Mrps9	Mrps9_3	1
Mrps9	Mrps9_1	1
Mrps9	Mrps9_2	1
Mrps9	Mrps9_4	1
Mrps9	Mrps9_5	1
Alg11	Alg11_3	1
Alg11	Alg11_4	1
Alg11	Alg11_5	1
Alg11	Alg11_1	1
Alg11	Alg11_2	1
Smurf2	Smurf2_3	1
Smurf2	Smurf2_4	1
Smurf2	Smurf2_2	1
Smurf2	Smurf2_5	1
Smurf2	Smurf2_1	1
Gm6811	Gm6811_4	1
Gm6811	Gm6811_3	1
Gm6811	Gm6811_5	1
Gm6811	Gm6811_2	1
Gm6811	Gm6811_1	1
Chil3	Chil3_2	1
Chil3	Chil3_5	1
Chil3	Chil3_3	1
Chil3	Chil3_4	1
Chil3	Chil3_1	1
Rbm19	Rbm19_4	1
Rbm19	Rbm19_3	1
Rbm19	Rbm19_5	1
Rbm19	Rbm19_1	1
Rbm19	Rbm19_2	1
Sprr2k	Sprr2k_5	1
Sprr2k	Sprr2k_4	1
Sprr2k	Sprr2k_3	1
Sprr2k	Sprr2k_1	1
Sprr2k	Sprr2k_2	1
Sh2b2	Sh2b2_3	1
Sh2b2	Sh2b2_1	1
Sh2b2	Sh2b2_2	1
Sh2b2	Sh2b2_4	1
Sh2b2	Sh2b2_5	1
Ube2o	Ube2o_3	1
Ube2o	Ube2o_5	1
Ube2o	Ube2o_2	1
Ube2o	Ube2o_1	1
Ube2o	Ube2o_4	1
Atp5g1	Atp5g1_2	1
Atp5g1	Atp5g1_3	1
Atp5g1	Atp5g1_4	1
Atp5g1	Atp5g1_1	1
Atp5g1	Atp5g1_5	1
Cc2d1b	Cc2d1b_4	1
Cc2d1b	Cc2d1b_1	1
Cc2d1b	Cc2d1b_2	1
Cc2d1b	Cc2d1b_3	1
Cc2d1b	Cc2d1b_5	1
Mtmr10	Mtmr10_1	1
Mtmr10	Mtmr10_2	1
Mtmr10	Mtmr10_4	1
Mtmr10	Mtmr10_5	1
Mtmr10	Mtmr10_3	1
Boll	Boll_3	1
Boll	Boll_4	1
Boll	Boll_5	1
Boll	Boll_2	1
Boll	Boll_1	1
Pacrg	Pacrg_2	1
Pacrg	Pacrg_4	1
Pacrg	Pacrg_3	1
Pacrg	Pacrg_5	1
Pacrg	Pacrg_1	1
Rin3	Rin3_2	1
Rin3	Rin3_5	1
Rin3	Rin3_1	1
Rin3	Rin3_3	1
Rin3	Rin3_4	1
3110018I06Rik	3110018I06Rik_2	1
3110018I06Rik	3110018I06Rik_1	1
A4gnt	A4gnt_4	1
A4gnt	A4gnt_1	1
A4gnt	A4gnt_2	1
A4gnt	A4gnt_3	1
A4gnt	A4gnt_5	1
Htr5a	Htr5a_2	1
Htr5a	Htr5a_5	1
Htr5a	Htr5a_3	1
Htr5a	Htr5a_4	1
Htr5a	Htr5a_1	1
Tpmt	Tpmt_2	1
Tpmt	Tpmt_4	1
Tpmt	Tpmt_3	1
Tpmt	Tpmt_1	1
Tpmt	Tpmt_5	1
Tmem104	Tmem104_4	1
Tmem104	Tmem104_5	1
Tmem104	Tmem104_3	1
Tmem104	Tmem104_1	1
Tmem104	Tmem104_2	1
Rab2b	Rab2b_2	1
Rab2b	Rab2b_5	1
Rab2b	Rab2b_4	1
Rab2b	Rab2b_1	1
Rab2b	Rab2b_3	1
Lgals2	Lgals2_2	1
Lgals2	Lgals2_4	1
Lgals2	Lgals2_1	1
Lgals2	Lgals2_5	1
Lgals2	Lgals2_3	1
Lama5	Lama5_2	1
Lama5	Lama5_5	1
Lama5	Lama5_1	1
Lama5	Lama5_3	1
Lama5	Lama5_4	1
Sfi1	Sfi1_5	1
Sfi1	Sfi1_2	1
Sfi1	Sfi1_4	1
Sfi1	Sfi1_3	1
Sfi1	Sfi1_1	1
Bbs9	Bbs9_2	1
Bbs9	Bbs9_3	1
Bbs9	Bbs9_4	1
Bbs9	Bbs9_5	1
Bbs9	Bbs9_1	1
Rapgefl1	Rapgefl1_2	1
Rapgefl1	Rapgefl1_3	1
Rapgefl1	Rapgefl1_4	1
Rapgefl1	Rapgefl1_5	1
Rapgefl1	Rapgefl1_1	1
H1foo	H1foo_5	1
H1foo	H1foo_2	1
H1foo	H1foo_4	1
H1foo	H1foo_3	1
H1foo	H1foo_1	1
Vmn2r18	Vmn2r18_4	1
Vmn2r18	Vmn2r18_2	1
Vmn2r18	Vmn2r18_1	1
Vmn2r18	Vmn2r18_5	1
Vmn2r18	Vmn2r18_3	1
Hirip3	Hirip3_5	1
Hirip3	Hirip3_1	1
Hirip3	Hirip3_4	1
Hirip3	Hirip3_3	1
Hirip3	Hirip3_2	1
Gm11541	Gm11541_4	1
Gm11541	Gm11541_1	1
Gm11541	Gm11541_5	1
Gm11541	Gm11541_2	1
Gm11541	Gm11541_3	1
Msl3	Msl3_4	1
Msl3	Msl3_2	1
Msl3	Msl3_5	1
Msl3	Msl3_3	1
Msl3	Msl3_1	1
Sema4c	Sema4c_1	1
Sema4c	Sema4c_3	1
Sema4c	Sema4c_4	1
Sema4c	Sema4c_5	1
Sema4c	Sema4c_2	1
Ssr3	Ssr3_4	1
Ssr3	Ssr3_1	1
Ssr3	Ssr3_3	1
Ssr3	Ssr3_5	1
Ssr3	Ssr3_2	1
Trpv2	Trpv2_5	1
Trpv2	Trpv2_2	1
Trpv2	Trpv2_3	1
Trpv2	Trpv2_1	1
Trpv2	Trpv2_4	1
Unc119b	Unc119b_4	1
Unc119b	Unc119b_3	1
Unc119b	Unc119b_5	1
Unc119b	Unc119b_2	1
Unc119b	Unc119b_1	1
Pls1	Pls1_2	1
Pls1	Pls1_5	1
Pls1	Pls1_3	1
Pls1	Pls1_1	1
Pls1	Pls1_4	1
Grasp	Grasp_5	1
Grasp	Grasp_1	1
Grasp	Grasp_4	1
Grasp	Grasp_2	1
Grasp	Grasp_3	1
Cyb5d1	Cyb5d1_1	1
Cyb5d1	Cyb5d1_4	1
Cyb5d1	Cyb5d1_5	1
Cyb5d1	Cyb5d1_3	1
Cyb5d1	Cyb5d1_2	1
Olfr1441	Olfr1441_1	1
Olfr1441	Olfr1441_3	1
Olfr1441	Olfr1441_5	1
Olfr1441	Olfr1441_2	1
Olfr1441	Olfr1441_4	1
Gnpnat1	Gnpnat1_2	1
Gnpnat1	Gnpnat1_3	1
Gnpnat1	Gnpnat1_5	1
Gnpnat1	Gnpnat1_4	1
Gnpnat1	Gnpnat1_1	1
Cux1	Cux1_1	1
Cux1	Cux1_2	1
Cux1	Cux1_5	1
Cux1	Cux1_4	1
Cux1	Cux1_3	1
Fgr	Fgr_5	1
Fgr	Fgr_3	1
Fgr	Fgr_1	1
Fgr	Fgr_4	1
Fgr	Fgr_2	1
Slc34a1	Slc34a1_4	1
Slc34a1	Slc34a1_3	1
Slc34a1	Slc34a1_5	1
Slc34a1	Slc34a1_1	1
Slc34a1	Slc34a1_2	1
Ier3	Ier3_1	1
Ier3	Ier3_2	1
Ier3	Ier3_5	1
Ier3	Ier3_4	1
Ier3	Ier3_3	1
Zfp532	Zfp532_3	1
Zfp532	Zfp532_5	1
Zfp532	Zfp532_4	1
Zfp532	Zfp532_1	1
Zfp532	Zfp532_2	1
Napg	Napg_1	1
Napg	Napg_3	1
Napg	Napg_2	1
Napg	Napg_4	1
Napg	Napg_5	1
Plekha5	Plekha5_1	1
Plekha5	Plekha5_5	1
Plekha5	Plekha5_4	1
Plekha5	Plekha5_2	1
Plekha5	Plekha5_3	1
Qtrt1	Qtrt1_4	1
Qtrt1	Qtrt1_1	1
Qtrt1	Qtrt1_2	1
Qtrt1	Qtrt1_5	1
Qtrt1	Qtrt1_3	1
Vps25	Vps25_4	1
Vps25	Vps25_2	1
Vps25	Vps25_5	1
Vps25	Vps25_1	1
Vps25	Vps25_3	1
Timmdc1	Timmdc1_2	1
Timmdc1	Timmdc1_4	1
Timmdc1	Timmdc1_1	1
Timmdc1	Timmdc1_3	1
Timmdc1	Timmdc1_5	1
Cyp21a1	Cyp21a1_2	1
Cyp21a1	Cyp21a1_1	1
Cyp21a1	Cyp21a1_3	1
Cyp21a1	Cyp21a1_5	1
Cyp21a1	Cyp21a1_4	1
Setd1b	Setd1b_1	1
Setd1b	Setd1b_3	1
Setd1b	Setd1b_5	1
Setd1b	Setd1b_4	1
Setd1b	Setd1b_2	1
Cpsf3	Cpsf3_5	1
Cpsf3	Cpsf3_4	1
Cpsf3	Cpsf3_3	1
Cpsf3	Cpsf3_2	1
Cpsf3	Cpsf3_1	1
Pcyox1	Pcyox1_5	1
Pcyox1	Pcyox1_4	1
Pcyox1	Pcyox1_2	1
Pcyox1	Pcyox1_1	1
Pcyox1	Pcyox1_3	1
Fbxo16	Fbxo16_1	1
Fbxo16	Fbxo16_3	1
Fbxo16	Fbxo16_4	1
Fbxo16	Fbxo16_5	1
Fbxo16	Fbxo16_2	1
Emc3	Emc3_5	1
Emc3	Emc3_3	1
Emc3	Emc3_4	1
Emc3	Emc3_2	1
Emc3	Emc3_1	1
Tmprss11b	Tmprss11b_4	1
Tmprss11b	Tmprss11b_2	1
Tmprss11b	Tmprss11b_1	1
Tmprss11b	Tmprss11b_5	1
Tmprss11b	Tmprss11b_3	1
Srp72	Srp72_3	1
Srp72	Srp72_2	1
Srp72	Srp72_4	1
Srp72	Srp72_5	1
Srp72	Srp72_1	1
Trim80	Trim80_2	1
Trim80	Trim80_4	1
Trim80	Trim80_3	1
Trim80	Trim80_5	1
Trim80	Trim80_1	1
5031414D18Rik	5031414D18Rik_5	1
5031414D18Rik	5031414D18Rik_3	1
5031414D18Rik	5031414D18Rik_4	1
5031414D18Rik	5031414D18Rik_1	1
5031414D18Rik	5031414D18Rik_2	1
Phyhip	Phyhip_3	1
Phyhip	Phyhip_5	1
Phyhip	Phyhip_4	1
Phyhip	Phyhip_2	1
Phyhip	Phyhip_1	1
Cep63	Cep63_3	1
Cep63	Cep63_1	1
Cep63	Cep63_4	1
Cep63	Cep63_5	1
Cep63	Cep63_2	1
Gm8369	Gm8369_2	1
Gm8369	Gm8369_3	1
Gm8369	Gm8369_1	1
Cyp2b10	Cyp2b10_1	1
Cyp2b10	Cyp2b10_3	1
Cyp2b10	Cyp2b10_4	1
Cyp2b10	Cyp2b10_2	1
Cyp2b10	Cyp2b10_5	1
Gata4	Gata4_3	1
Gata4	Gata4_1	1
Gata4	Gata4_4	1
Gata4	Gata4_5	1
Gata4	Gata4_2	1
Bhmt2	Bhmt2_2	1
Bhmt2	Bhmt2_4	1
Bhmt2	Bhmt2_3	1
Bhmt2	Bhmt2_5	1
Bhmt2	Bhmt2_1	1
Ptpn21	Ptpn21_5	1
Ptpn21	Ptpn21_3	1
Ptpn21	Ptpn21_4	1
Ptpn21	Ptpn21_1	1
Ptpn21	Ptpn21_2	1
Rmdn3	Rmdn3_1	1
Rmdn3	Rmdn3_5	1
Rmdn3	Rmdn3_2	1
Rmdn3	Rmdn3_3	1
Rmdn3	Rmdn3_4	1
A630001G21Rik	A630001G21Rik_2	1
A630001G21Rik	A630001G21Rik_1	1
A630001G21Rik	A630001G21Rik_3	1
A630001G21Rik	A630001G21Rik_4	1
A630001G21Rik	A630001G21Rik_5	1
Cd1d1	Cd1d1_1	1
Cd1d1	Cd1d1_4	1
Cd1d1	Cd1d1_5	1
Cd1d1	Cd1d1_3	1
Cd1d1	Cd1d1_2	1
Asf1a	Asf1a_1	1
Asf1a	Asf1a_4	1
Asf1a	Asf1a_2	1
Asf1a	Asf1a_3	1
Asf1a	Asf1a_5	1
Cyp4f16	Cyp4f16_3	1
Cyp4f16	Cyp4f16_4	1
Cyp4f16	Cyp4f16_2	1
Cyp4f16	Cyp4f16_1	1
Exoc6	Exoc6_2	1
Exoc6	Exoc6_3	1
Exoc6	Exoc6_1	1
Exoc6	Exoc6_4	1
Exoc6	Exoc6_5	1
Lrrtm2	Lrrtm2_4	1
Lrrtm2	Lrrtm2_2	1
Lrrtm2	Lrrtm2_3	1
Lrrtm2	Lrrtm2_1	1
Lrrtm2	Lrrtm2_5	1
Ppp1r9b	Ppp1r9b_2	1
Ppp1r9b	Ppp1r9b_3	1
Ppp1r9b	Ppp1r9b_5	1
Ppp1r9b	Ppp1r9b_4	1
Ppp1r9b	Ppp1r9b_1	1
F13a1	F13a1_5	1
F13a1	F13a1_1	1
F13a1	F13a1_2	1
F13a1	F13a1_3	1
F13a1	F13a1_4	1
Psmd9	Psmd9_1	1
Psmd9	Psmd9_3	1
Psmd9	Psmd9_4	1
Psmd9	Psmd9_5	1
Psmd9	Psmd9_2	1
Ank1	Ank1_4	1
Ank1	Ank1_3	1
Ank1	Ank1_1	1
Ank1	Ank1_2	1
Ank1	Ank1_5	1
Zfp663	Zfp663_5	1
Zfp663	Zfp663_3	1
Zfp663	Zfp663_1	1
Zfp663	Zfp663_4	1
Zfp663	Zfp663_2	1
Snx21	Snx21_5	1
Snx21	Snx21_2	1
Snx21	Snx21_4	1
Snx21	Snx21_1	1
Snx21	Snx21_3	1
Hipk4	Hipk4_3	1
Hipk4	Hipk4_4	1
Hipk4	Hipk4_1	1
Hipk4	Hipk4_5	1
Hipk4	Hipk4_2	1
4933402P03Rik	4933402P03Rik_2	1
4933402P03Rik	4933402P03Rik_1	1
4933402P03Rik	4933402P03Rik_4	1
4933402P03Rik	4933402P03Rik_3	1
4933402P03Rik	4933402P03Rik_5	1
Ganc	Ganc_5	1
Ganc	Ganc_4	1
Ganc	Ganc_2	1
Ganc	Ganc_1	1
Ganc	Ganc_3	1
Slc6a17	Slc6a17_1	1
Slc6a17	Slc6a17_5	1
Slc6a17	Slc6a17_3	1
Slc6a17	Slc6a17_4	1
Slc6a17	Slc6a17_2	1
Olfr127	Olfr127_1	1
Mgme1	Mgme1_1	1
Mgme1	Mgme1_2	1
Mgme1	Mgme1_5	1
Mgme1	Mgme1_4	1
Mgme1	Mgme1_3	1
Ppm1j	Ppm1j_5	1
Ppm1j	Ppm1j_2	1
Ppm1j	Ppm1j_3	1
Ppm1j	Ppm1j_4	1
Ppm1j	Ppm1j_1	1
Prdm4	Prdm4_4	1
Prdm4	Prdm4_3	1
Prdm4	Prdm4_1	1
Prdm4	Prdm4_2	1
Prdm4	Prdm4_5	1
Rsl1	Rsl1_2	1
Rsl1	Rsl1_1	1
Itpka	Itpka_3	1
Itpka	Itpka_2	1
Itpka	Itpka_5	1
Itpka	Itpka_1	1
Itpka	Itpka_4	1
Clic3	Clic3_1	1
Clic3	Clic3_3	1
Clic3	Clic3_2	1
Clic3	Clic3_4	1
Clic3	Clic3_5	1
Cd69	Cd69_3	1
Cd69	Cd69_4	1
Cd69	Cd69_2	1
Cd69	Cd69_1	1
Cd69	Cd69_5	1
Cep350	Cep350_4	1
Cep350	Cep350_1	1
Cep350	Cep350_2	1
Cep350	Cep350_3	1
Cep350	Cep350_5	1
Tmem50a	Tmem50a_2	1
Tmem50a	Tmem50a_1	1
Tmem50a	Tmem50a_5	1
Tmem50a	Tmem50a_4	1
Tmem50a	Tmem50a_3	1
Gpkow	Gpkow_1	1
Gpkow	Gpkow_2	1
Gpkow	Gpkow_5	1
Gpkow	Gpkow_4	1
Gpkow	Gpkow_3	1
Gemin2	Gemin2_5	1
Gemin2	Gemin2_4	1
Gemin2	Gemin2_2	1
Gemin2	Gemin2_1	1
Gemin2	Gemin2_3	1
Hmbs	Hmbs_2	1
Hmbs	Hmbs_4	1
Hmbs	Hmbs_1	1
Hmbs	Hmbs_3	1
Hmbs	Hmbs_5	1
Pyroxd2	Pyroxd2_3	1
Pyroxd2	Pyroxd2_2	1
Pyroxd2	Pyroxd2_5	1
Pyroxd2	Pyroxd2_4	1
Pyroxd2	Pyroxd2_1	1
Kbtbd12	Kbtbd12_1	1
Kbtbd12	Kbtbd12_4	1
Kbtbd12	Kbtbd12_5	1
Kbtbd12	Kbtbd12_3	1
Kbtbd12	Kbtbd12_2	1
Il22	Il22_1	1
Gpi1	Gpi1_5	1
Gpi1	Gpi1_2	1
Gpi1	Gpi1_3	1
Gpi1	Gpi1_1	1
Gpi1	Gpi1_4	1
Hgs	Hgs_4	1
Hgs	Hgs_1	1
Hgs	Hgs_5	1
Hgs	Hgs_2	1
Hgs	Hgs_3	1
Olfr18	Olfr18_5	1
Olfr18	Olfr18_2	1
Olfr18	Olfr18_1	1
Olfr18	Olfr18_3	1
Olfr18	Olfr18_4	1
Olfm2	Olfm2_5	1
Olfm2	Olfm2_1	1
Olfm2	Olfm2_4	1
Olfm2	Olfm2_3	1
Olfm2	Olfm2_2	1
B4galt7	B4galt7_4	1
B4galt7	B4galt7_1	1
B4galt7	B4galt7_5	1
B4galt7	B4galt7_2	1
B4galt7	B4galt7_3	1
Ccnd3	Ccnd3_5	1
Ccnd3	Ccnd3_4	1
Ccnd3	Ccnd3_2	1
Ccnd3	Ccnd3_1	1
Ccnd3	Ccnd3_3	1
Aadac	Aadac_1	1
Aadac	Aadac_3	1
Aadac	Aadac_2	1
Aadac	Aadac_4	1
Aadac	Aadac_5	1
Ak3	Ak3_2	1
Ak3	Ak3_4	1
Ak3	Ak3_5	1
Ak3	Ak3_1	1
Ak3	Ak3_3	1
Prl8a8	Prl8a8_4	1
Prl8a8	Prl8a8_3	1
Prl8a8	Prl8a8_1	1
Prl8a8	Prl8a8_2	1
Prl8a8	Prl8a8_5	1
Npl	Npl_3	1
Npl	Npl_1	1
Npl	Npl_5	1
Npl	Npl_4	1
Npl	Npl_2	1
Ube2u	Ube2u_3	1
Ube2u	Ube2u_1	1
Ube2u	Ube2u_2	1
Ube2u	Ube2u_5	1
Ube2u	Ube2u_4	1
Tas1r3	Tas1r3_5	1
Tas1r3	Tas1r3_2	1
Tas1r3	Tas1r3_1	1
Tas1r3	Tas1r3_4	1
Tas1r3	Tas1r3_3	1
Slc1a6	Slc1a6_2	1
Slc1a6	Slc1a6_4	1
Slc1a6	Slc1a6_1	1
Slc1a6	Slc1a6_3	1
Slc1a6	Slc1a6_5	1
Spen	Spen_5	1
Spen	Spen_4	1
Spen	Spen_3	1
Spen	Spen_2	1
Spen	Spen_1	1
Stk38	Stk38_1	1
Stk38	Stk38_5	1
Stk38	Stk38_2	1
Stk38	Stk38_4	1
Stk38	Stk38_3	1
Ttc33	Ttc33_1	1
Ttc33	Ttc33_3	1
Ttc33	Ttc33_4	1
Ttc33	Ttc33_2	1
Ttc33	Ttc33_5	1
Pbdc1	Pbdc1_2	1
Pbdc1	Pbdc1_4	1
Pbdc1	Pbdc1_3	1
Pbdc1	Pbdc1_1	1
Pbdc1	Pbdc1_5	1
Ppfia1	Ppfia1_4	1
Ppfia1	Ppfia1_2	1
Ppfia1	Ppfia1_3	1
Ppfia1	Ppfia1_5	1
Ppfia1	Ppfia1_1	1
Vps8	Vps8_5	1
Vps8	Vps8_2	1
Vps8	Vps8_1	1
Vps8	Vps8_3	1
Vps8	Vps8_4	1
Katnal1	Katnal1_2	1
Katnal1	Katnal1_4	1
Katnal1	Katnal1_3	1
Katnal1	Katnal1_5	1
Katnal1	Katnal1_1	1
Arhgef17	Arhgef17_3	1
Arhgef17	Arhgef17_4	1
Arhgef17	Arhgef17_5	1
Arhgef17	Arhgef17_2	1
Arhgef17	Arhgef17_1	1
Olfr477	Olfr477_1	1
Timm8a2	Timm8a2_4	1
Timm8a2	Timm8a2_1	1
Timm8a2	Timm8a2_5	1
Timm8a2	Timm8a2_3	1
Timm8a2	Timm8a2_2	1
Sass6	Sass6_2	1
Sass6	Sass6_4	1
Sass6	Sass6_3	1
Sass6	Sass6_1	1
Sass6	Sass6_5	1
E330021D16Rik	E330021D16Rik_3	1
E330021D16Rik	E330021D16Rik_2	1
E330021D16Rik	E330021D16Rik_1	1
E330021D16Rik	E330021D16Rik_4	1
E330021D16Rik	E330021D16Rik_5	1
Mrpl24	Mrpl24_1	1
Mrpl24	Mrpl24_5	1
Mrpl24	Mrpl24_3	1
Mrpl24	Mrpl24_2	1
Mrpl24	Mrpl24_4	1
Smlr1	Smlr1_4	1
Smlr1	Smlr1_1	1
Smlr1	Smlr1_5	1
Smlr1	Smlr1_3	1
Smlr1	Smlr1_2	1
Zscan4b	Zscan4b_1	1
Zscan4b	Zscan4b_3	1
Zscan4b	Zscan4b_2	1
Sec24d	Sec24d_2	1
Sec24d	Sec24d_1	1
Sec24d	Sec24d_5	1
Sec24d	Sec24d_4	1
Sec24d	Sec24d_3	1
Tomm5	Tomm5_2	1
Tomm5	Tomm5_4	1
Tomm5	Tomm5_1	1
Tomm5	Tomm5_3	1
Tomm5	Tomm5_5	1
Ndufa9	Ndufa9_1	1
Ndufa9	Ndufa9_5	1
Ndufa9	Ndufa9_4	1
Ndufa9	Ndufa9_2	1
Ndufa9	Ndufa9_3	1
Eddm3b	Eddm3b_4	1
Eddm3b	Eddm3b_3	1
Eddm3b	Eddm3b_5	1
Eddm3b	Eddm3b_1	1
Eddm3b	Eddm3b_2	1
Ifng	Ifng_3	1
Ifng	Ifng_5	1
Ifng	Ifng_1	1
