Gene	sgRNA	eff
Igsf3	Igsf3_5	1
Igsf3	Igsf3_3	1
Tmem95	Tmem95_3	1
Tmem95	Tmem95_4	1
Tmem95	Tmem95_5	1
Tmem95	Tmem95_2	1
Tmem95	Tmem95_1	1
Rgs1	Rgs1_2	1
Rgs1	Rgs1_5	1
Rgs1	Rgs1_1	1
Rgs1	Rgs1_4	1
Rgs1	Rgs1_3	1
Vmn2r76	Vmn2r76_1	1
Vmn2r76	Vmn2r76_5	1
Vmn2r76	Vmn2r76_3	1
Vmn2r76	Vmn2r76_2	1
Vmn2r76	Vmn2r76_4	1
Pfn3	Pfn3_2	1
Pfn3	Pfn3_1	1
Pfn3	Pfn3_4	1
Pfn3	Pfn3_5	1
Pfn3	Pfn3_3	1
Zfp874a	Zfp874a_2	1
Zfp874a	Zfp874a_3	1
Zfp874a	Zfp874a_4	1
Zfp874a	Zfp874a_1	1
Gal	Gal_1	1
Gal	Gal_4	1
Gal	Gal_3	1
Gal	Gal_2	1
Gal	Gal_5	1
6430550D23Rik	6430550D23Rik_5	1
6430550D23Rik	6430550D23Rik_2	1
6430550D23Rik	6430550D23Rik_1	1
6430550D23Rik	6430550D23Rik_3	1
6430550D23Rik	6430550D23Rik_4	1
Zim1	Zim1_3	1
Zim1	Zim1_2	1
Zim1	Zim1_1	1
Zim1	Zim1_5	1
Zim1	Zim1_4	1
Mettl13	Mettl13_5	1
Mettl13	Mettl13_3	1
Mettl13	Mettl13_4	1
Mettl13	Mettl13_2	1
Mettl13	Mettl13_1	1
A230065H16Rik	A230065H16Rik_2	1
A230065H16Rik	A230065H16Rik_4	1
A230065H16Rik	A230065H16Rik_5	1
A230065H16Rik	A230065H16Rik_1	1
A230065H16Rik	A230065H16Rik_3	1
Arrdc5	Arrdc5_1	1
Arrdc5	Arrdc5_3	1
Arrdc5	Arrdc5_5	1
Arrdc5	Arrdc5_4	1
Arrdc5	Arrdc5_2	1
Apobr	Apobr_1	1
Apobr	Apobr_2	1
Apobr	Apobr_4	1
Apobr	Apobr_3	1
Apobr	Apobr_5	1
Zbtb37	Zbtb37_5	1
Zbtb37	Zbtb37_3	1
Zbtb37	Zbtb37_4	1
Zbtb37	Zbtb37_2	1
Zbtb37	Zbtb37_1	1
Skor1	Skor1_1	1
Skor1	Skor1_3	1
Skor1	Skor1_2	1
Skor1	Skor1_4	1
Skor1	Skor1_5	1
1700025B11Rik	1700025B11Rik_4	1
1700025B11Rik	1700025B11Rik_1	1
1700025B11Rik	1700025B11Rik_5	1
1700025B11Rik	1700025B11Rik_2	1
1700025B11Rik	1700025B11Rik_3	1
Pstk	Pstk_5	1
Pstk	Pstk_3	1
Pstk	Pstk_4	1
Pstk	Pstk_2	1
Pstk	Pstk_1	1
C87499	C87499_2	1
C87499	C87499_4	1
C87499	C87499_1	1
C87499	C87499_5	1
C87499	C87499_3	1
Ttc25	Ttc25_3	1
Ttc25	Ttc25_2	1
Ttc25	Ttc25_4	1
Ttc25	Ttc25_5	1
Ttc25	Ttc25_1	1
Slc35b4	Slc35b4_5	1
Slc35b4	Slc35b4_3	1
Slc35b4	Slc35b4_4	1
Slc35b4	Slc35b4_2	1
Slc35b4	Slc35b4_1	1
Fut2	Fut2_5	1
Fut2	Fut2_3	1
Fut2	Fut2_2	1
Fut2	Fut2_1	1
Fut2	Fut2_4	1
Acmsd	Acmsd_4	1
Acmsd	Acmsd_5	1
Acmsd	Acmsd_2	1
Acmsd	Acmsd_1	1
Acmsd	Acmsd_3	1
Mapkapk3	Mapkapk3_5	1
Mapkapk3	Mapkapk3_3	1
Mapkapk3	Mapkapk3_1	1
Mapkapk3	Mapkapk3_4	1
Mapkapk3	Mapkapk3_2	1
Galntl5	Galntl5_4	1
Galntl5	Galntl5_3	1
Galntl5	Galntl5_2	1
Galntl5	Galntl5_1	1
Galntl5	Galntl5_5	1
Gm26992	Gm26992_5	1
Gm26992	Gm26992_3	1
Gm26992	Gm26992_2	1
Gm26992	Gm26992_4	1
Gm26992	Gm26992_1	1
Ppip5k2	Ppip5k2_3	1
Ppip5k2	Ppip5k2_5	1
Ppip5k2	Ppip5k2_4	1
Ppip5k2	Ppip5k2_2	1
Ppip5k2	Ppip5k2_1	1
Stac2	Stac2_4	1
Stac2	Stac2_3	1
Stac2	Stac2_5	1
Stac2	Stac2_1	1
Stac2	Stac2_2	1
Gimap7	Gimap7_4	1
Gimap7	Gimap7_2	1
Gimap7	Gimap7_1	1
Gimap7	Gimap7_5	1
Gimap7	Gimap7_3	1
Oprk1	Oprk1_2	1
Oprk1	Oprk1_1	1
Oprk1	Oprk1_4	1
Oprk1	Oprk1_3	1
Oprk1	Oprk1_5	1
Il1rap	Il1rap_1	1
Il1rap	Il1rap_5	1
Il1rap	Il1rap_3	1
Il1rap	Il1rap_2	1
Il1rap	Il1rap_4	1
Nipsnap3a	Nipsnap3a_1	1
Nipsnap3a	Nipsnap3a_5	1
Nipsnap3a	Nipsnap3a_3	1
Nipsnap3a	Nipsnap3a_2	1
Nipsnap3a	Nipsnap3a_4	1
Slc17a1	Slc17a1_4	1
Slc17a1	Slc17a1_5	1
Slc17a1	Slc17a1_3	1
Slc17a1	Slc17a1_2	1
Slc17a1	Slc17a1_1	1
Dis3l2	Dis3l2_1	1
Dis3l2	Dis3l2_2	1
Dis3l2	Dis3l2_5	1
Dis3l2	Dis3l2_3	1
Dis3l2	Dis3l2_4	1
Tmco1	Tmco1_2	1
Tmco1	Tmco1_1	1
Tmco1	Tmco1_4	1
Tmco1	Tmco1_3	1
Tmco1	Tmco1_5	1
Grxcr1	Grxcr1_4	1
Grxcr1	Grxcr1_2	1
Grxcr1	Grxcr1_3	1
Grxcr1	Grxcr1_5	1
Grxcr1	Grxcr1_1	1
Slc6a13	Slc6a13_3	1
Slc6a13	Slc6a13_4	1
Slc6a13	Slc6a13_1	1
Slc6a13	Slc6a13_2	1
Slc6a13	Slc6a13_5	1
Wasf2	Wasf2_3	1
Wasf2	Wasf2_4	1
Wasf2	Wasf2_2	1
Wasf2	Wasf2_5	1
Wasf2	Wasf2_1	1
Ociad2	Ociad2_3	1
Ociad2	Ociad2_2	1
Ociad2	Ociad2_1	1
Ociad2	Ociad2_4	1
Ociad2	Ociad2_5	1
Lyrm5	Lyrm5_3	1
Lyrm5	Lyrm5_2	1
Lyrm5	Lyrm5_4	1
Lyrm5	Lyrm5_5	1
Lyrm5	Lyrm5_1	1
Scara3	Scara3_2	1
Scara3	Scara3_3	1
Scara3	Scara3_1	1
Scara3	Scara3_5	1
Scara3	Scara3_4	1
AA474331	AA474331_1	1
AA474331	AA474331_2	1
AA474331	AA474331_3	1
AA474331	AA474331_4	1
Vwa2	Vwa2_3	1
Vwa2	Vwa2_2	1
Vwa2	Vwa2_5	1
Vwa2	Vwa2_4	1
Vwa2	Vwa2_1	1
Ddx28	Ddx28_2	1
Ddx28	Ddx28_3	1
Ddx28	Ddx28_1	1
Ddx28	Ddx28_4	1
Ddx28	Ddx28_5	1
Slc25a47	Slc25a47_3	1
Slc25a47	Slc25a47_5	1
Slc25a47	Slc25a47_1	1
Slc25a47	Slc25a47_4	1
Slc25a47	Slc25a47_2	1
Pycrl	Pycrl_1	1
Pycrl	Pycrl_4	1
Pycrl	Pycrl_3	1
Pycrl	Pycrl_2	1
Pycrl	Pycrl_5	1
Rrh	Rrh_4	1
Rrh	Rrh_3	1
Rrh	Rrh_1	1
Rrh	Rrh_5	1
Rrh	Rrh_2	1
Zfp260	Zfp260_3	1
Zfp260	Zfp260_1	1
Zfp260	Zfp260_4	1
Zfp260	Zfp260_2	1
Zfp260	Zfp260_5	1
Tfb1m	Tfb1m_1	1
Tfb1m	Tfb1m_3	1
Tfb1m	Tfb1m_4	1
Tfb1m	Tfb1m_5	1
Tfb1m	Tfb1m_2	1
Vps37c	Vps37c_2	1
Vps37c	Vps37c_5	1
Vps37c	Vps37c_3	1
Vps37c	Vps37c_4	1
Vps37c	Vps37c_1	1
Kctd4	Kctd4_2	1
Kctd4	Kctd4_3	1
Kctd4	Kctd4_4	1
Kctd4	Kctd4_5	1
Kctd4	Kctd4_1	1
Xrcc6bp1	Xrcc6bp1_1	1
Xrcc6bp1	Xrcc6bp1_2	1
Xrcc6bp1	Xrcc6bp1_5	1
Xrcc6bp1	Xrcc6bp1_4	1
Xrcc6bp1	Xrcc6bp1_3	1
Filip1l	Filip1l_1	1
Filip1l	Filip1l_2	1
Filip1l	Filip1l_5	1
Filip1l	Filip1l_3	1
Filip1l	Filip1l_4	1
Gm11744	Gm11744_3	1
Gm11744	Gm11744_2	1
Gm11744	Gm11744_1	1
Gm11744	Gm11744_5	1
Gm11744	Gm11744_4	1
Sec61b	Sec61b_4	1
Sec61b	Sec61b_3	1
Sec61b	Sec61b_1	1
Sec61b	Sec61b_2	1
Ccdc113	Ccdc113_1	1
Ccdc113	Ccdc113_2	1
Ccdc113	Ccdc113_4	1
Ccdc113	Ccdc113_5	1
Ccdc113	Ccdc113_3	1
Brca2	Brca2_5	1
Brca2	Brca2_4	1
Brca2	Brca2_2	1
Brca2	Brca2_3	1
Brca2	Brca2_1	1
Xkr4	Xkr4_1	1
Xkr4	Xkr4_2	1
Xkr4	Xkr4_3	1
Xkr4	Xkr4_4	1
Xkr4	Xkr4_5	1
Ccdc166	Ccdc166_5	1
Ccdc166	Ccdc166_1	1
Ccdc166	Ccdc166_4	1
Ccdc166	Ccdc166_2	1
Ccdc166	Ccdc166_3	1
Slc9a9	Slc9a9_4	1
Slc9a9	Slc9a9_5	1
Slc9a9	Slc9a9_1	1
Slc9a9	Slc9a9_2	1
Slc9a9	Slc9a9_3	1
Cyb5a	Cyb5a_5	1
Cyb5a	Cyb5a_3	1
Cyb5a	Cyb5a_4	1
Cyb5a	Cyb5a_2	1
Cyb5a	Cyb5a_1	1
Nr4a3	Nr4a3_5	1
Nr4a3	Nr4a3_4	1
Nr4a3	Nr4a3_3	1
Nr4a3	Nr4a3_2	1
Nr4a3	Nr4a3_1	1
Cep85l	Cep85l_2	1
Cep85l	Cep85l_4	1
Cep85l	Cep85l_5	1
Cep85l	Cep85l_1	1
Cep85l	Cep85l_3	1
Cfhr1	Cfhr1_3	1
Cfhr1	Cfhr1_5	1
Cfhr1	Cfhr1_4	1
Cfhr1	Cfhr1_2	1
Cfhr1	Cfhr1_1	1
Fgf10	Fgf10_1	1
Fgf10	Fgf10_4	1
Fgf10	Fgf10_5	1
Fgf10	Fgf10_2	1
Fgf10	Fgf10_3	1
Wdr27	Wdr27_4	1
Wdr27	Wdr27_2	1
Wdr27	Wdr27_5	1
Wdr27	Wdr27_3	1
Wdr27	Wdr27_1	1
D630044L22Rik	D630044L22Rik_3	1
D630044L22Rik	D630044L22Rik_4	1
D630044L22Rik	D630044L22Rik_2	1
D630044L22Rik	D630044L22Rik_1	1
Zfp11	Zfp11_2	1
Zfp11	Zfp11_3	1
Zfp11	Zfp11_1	1
Zfp11	Zfp11_4	1
Zfp11	Zfp11_5	1
Clic4	Clic4_1	1
Clic4	Clic4_2	1
Clic4	Clic4_3	1
Clic4	Clic4_4	1
Clic4	Clic4_5	1
Fancd2os	Fancd2os_2	1
Fancd2os	Fancd2os_3	1
Fancd2os	Fancd2os_4	1
Fancd2os	Fancd2os_1	1
Fancd2os	Fancd2os_5	1
Setbp1	Setbp1_5	1
Setbp1	Setbp1_2	1
Setbp1	Setbp1_3	1
Setbp1	Setbp1_1	1
Setbp1	Setbp1_4	1
Defb37	Defb37_2	1
Defb37	Defb37_1	1
Defb37	Defb37_5	1
Defb37	Defb37_3	1
Defb37	Defb37_4	1
Nhs	Nhs_2	1
Nhs	Nhs_4	1
Nhs	Nhs_3	1
Nhs	Nhs_1	1
Nhs	Nhs_5	1
Zfp326	Zfp326_5	1
Zfp326	Zfp326_2	1
Zfp326	Zfp326_4	1
Zfp326	Zfp326_1	1
Zfp326	Zfp326_3	1
Nedd1	Nedd1_1	1
Nedd1	Nedd1_4	1
Nedd1	Nedd1_3	1
Nedd1	Nedd1_2	1
Nedd1	Nedd1_5	1
Zcchc8	Zcchc8_5	1
Zcchc8	Zcchc8_1	1
Zcchc8	Zcchc8_3	1
Zcchc8	Zcchc8_2	1
Zcchc8	Zcchc8_4	1
Slc7a11	Slc7a11_2	1
Slc7a11	Slc7a11_1	1
Slc7a11	Slc7a11_3	1
Slc7a11	Slc7a11_4	1
Slc7a11	Slc7a11_5	1
Otogl	Otogl_5	1
Otogl	Otogl_1	1
Otogl	Otogl_3	1
Otogl	Otogl_2	1
Otogl	Otogl_4	1
Ass1	Ass1_4	1
Ass1	Ass1_2	1
Ass1	Ass1_5	1
Ass1	Ass1_1	1
Ass1	Ass1_3	1
Ndufaf6	Ndufaf6_5	1
Ndufaf6	Ndufaf6_3	1
Ndufaf6	Ndufaf6_2	1
Ndufaf6	Ndufaf6_4	1
Ndufaf6	Ndufaf6_1	1
Ccdc15	Ccdc15_4	1
Ccdc15	Ccdc15_1	1
Ccdc15	Ccdc15_3	1
Ccdc15	Ccdc15_2	1
Ccdc15	Ccdc15_5	1
Lasp1	Lasp1_2	1
Lasp1	Lasp1_1	1
Lasp1	Lasp1_5	1
Lasp1	Lasp1_3	1
Lasp1	Lasp1_4	1
Gm21762	Gm21762_5	1
Gm21762	Gm21762_3	1
Gm21762	Gm21762_2	1
Gm21762	Gm21762_4	1
Gm21762	Gm21762_1	1
Sigirr	Sigirr_2	1
Sigirr	Sigirr_5	1
Sigirr	Sigirr_4	1
Sigirr	Sigirr_3	1
Sigirr	Sigirr_1	1
Lrp6	Lrp6_1	1
Lrp6	Lrp6_5	1
Lrp6	Lrp6_4	1
Lrp6	Lrp6_2	1
Lrp6	Lrp6_3	1
Dr1	Dr1_5	1
Dr1	Dr1_1	1
Dr1	Dr1_4	1
Dr1	Dr1_2	1
Dr1	Dr1_3	1
Naa35	Naa35_1	1
Naa35	Naa35_2	1
Naa35	Naa35_4	1
Naa35	Naa35_3	1
Naa35	Naa35_5	1
Sun1	Sun1_2	1
Sun1	Sun1_5	1
Sun1	Sun1_3	1
Sun1	Sun1_4	1
Sun1	Sun1_1	1
Zak	Zak_2	1
Zak	Zak_3	1
Zak	Zak_4	1
Zak	Zak_1	1
Zak	Zak_5	1
Alx4	Alx4_5	1
Alx4	Alx4_1	1
Alx4	Alx4_2	1
Alx4	Alx4_3	1
Alx4	Alx4_4	1
Sema6b	Sema6b_1	1
Sema6b	Sema6b_3	1
Sema6b	Sema6b_5	1
Sema6b	Sema6b_4	1
Sema6b	Sema6b_2	1
Rgcc	Rgcc_5	1
Rgcc	Rgcc_1	1
Rgcc	Rgcc_2	1
Rgcc	Rgcc_3	1
Rgcc	Rgcc_4	1
Enpp6	Enpp6_3	1
Enpp6	Enpp6_1	1
Enpp6	Enpp6_2	1
Enpp6	Enpp6_4	1
Enpp6	Enpp6_5	1
Sult2a8	Sult2a8_1	1
Sult2a8	Sult2a8_2	1
Sult2a8	Sult2a8_3	1
Sult2a8	Sult2a8_4	1
Sult2a8	Sult2a8_5	1
Slurp1	Slurp1_2	1
Slurp1	Slurp1_5	1
Slurp1	Slurp1_1	1
Slurp1	Slurp1_4	1
Slurp1	Slurp1_3	1
Slc16a2	Slc16a2_1	1
Slc16a2	Slc16a2_4	1
Slc16a2	Slc16a2_3	1
Slc16a2	Slc16a2_2	1
Slc16a2	Slc16a2_5	1
Dhrs3	Dhrs3_1	1
Dhrs3	Dhrs3_4	1
Dhrs3	Dhrs3_3	1
Dhrs3	Dhrs3_2	1
Dhrs3	Dhrs3_5	1
Eif4a2	Eif4a2_5	1
Eif4a2	Eif4a2_3	1
Eif4a2	Eif4a2_4	1
Eif4a2	Eif4a2_2	1
Eif4a2	Eif4a2_1	1
Sppl2c	Sppl2c_1	1
Sppl2c	Sppl2c_2	1
Sppl2c	Sppl2c_5	1
Sppl2c	Sppl2c_3	1
Sppl2c	Sppl2c_4	1
Vps4a	Vps4a_4	1
Vps4a	Vps4a_1	1
Vps4a	Vps4a_5	1
Vps4a	Vps4a_3	1
Vps4a	Vps4a_2	1
Gm3336	Gm3336_4	1
Gm3336	Gm3336_2	1
Gm3336	Gm3336_1	1
Gm3336	Gm3336_5	1
Gm3336	Gm3336_3	1
Spink7	Spink7_1	1
Spink7	Spink7_3	1
Spink7	Spink7_4	1
Spink7	Spink7_2	1
Spink7	Spink7_5	1
Fyco1	Fyco1_5	1
Fyco1	Fyco1_1	1
Fyco1	Fyco1_3	1
Fyco1	Fyco1_4	1
Fyco1	Fyco1_2	1
4930444G20Rik	4930444G20Rik_2	1
4930444G20Rik	4930444G20Rik_1	1
Wdr63	Wdr63_2	1
Wdr63	Wdr63_1	1
Wdr63	Wdr63_4	1
Wdr63	Wdr63_3	1
Wdr63	Wdr63_5	1
Tacr1	Tacr1_3	1
Tacr1	Tacr1_1	1
Tacr1	Tacr1_4	1
Tacr1	Tacr1_2	1
Tacr1	Tacr1_5	1
Il1f5	Il1f5_4	1
Il1f5	Il1f5_1	1
Il1f5	Il1f5_5	1
Il1f5	Il1f5_3	1
Il1f5	Il1f5_2	1
1110004E09Rik	1110004E09Rik_4	1
1110004E09Rik	1110004E09Rik_3	1
1110004E09Rik	1110004E09Rik_2	1
1110004E09Rik	1110004E09Rik_1	1
1110004E09Rik	1110004E09Rik_5	1
Dlst	Dlst_3	1
Dlst	Dlst_4	1
Dlst	Dlst_5	1
Dlst	Dlst_1	1
Dlst	Dlst_2	1
Slamf7	Slamf7_1	1
Slamf7	Slamf7_3	1
Slamf7	Slamf7_4	1
Slamf7	Slamf7_5	1
Slamf7	Slamf7_2	1
Ccdc102a	Ccdc102a_2	1
Ccdc102a	Ccdc102a_4	1
Ccdc102a	Ccdc102a_3	1
Ccdc102a	Ccdc102a_1	1
Ccdc102a	Ccdc102a_5	1
Prss22	Prss22_3	1
Prss22	Prss22_4	1
Prss22	Prss22_1	1
Prss22	Prss22_5	1
Prss22	Prss22_2	1
Tshz1	Tshz1_2	1
Tshz1	Tshz1_1	1
Tshz1	Tshz1_5	1
Tshz1	Tshz1_4	1
Tshz1	Tshz1_3	1
Ddx47	Ddx47_5	1
Ddx47	Ddx47_2	1
Ddx47	Ddx47_4	1
Ddx47	Ddx47_3	1
Ddx47	Ddx47_1	1
Metrnl	Metrnl_5	1
Metrnl	Metrnl_2	1
Metrnl	Metrnl_4	1
Metrnl	Metrnl_1	1
Metrnl	Metrnl_3	1
2610524H06Rik	2610524H06Rik_1	1
Adgra2	Adgra2_3	1
Adgra2	Adgra2_4	1
Adgra2	Adgra2_2	1
Adgra2	Adgra2_5	1
Adgra2	Adgra2_1	1
Stap2	Stap2_3	1
Stap2	Stap2_2	1
Stap2	Stap2_4	1
Stap2	Stap2_5	1
Stap2	Stap2_1	1
Usp9y	Usp9y_4	1
Usp9y	Usp9y_5	1
Usp9y	Usp9y_3	1
Usp9y	Usp9y_2	1
Usp9y	Usp9y_1	1
Shf	Shf_1	1
Shf	Shf_4	1
Shf	Shf_5	1
Shf	Shf_3	1
Shf	Shf_2	1
Gimap6	Gimap6_2	1
Gimap6	Gimap6_1	1
Gimap6	Gimap6_5	1
Gimap6	Gimap6_4	1
Gimap6	Gimap6_3	1
C2cd4a	C2cd4a_1	1
C2cd4a	C2cd4a_5	1
C2cd4a	C2cd4a_3	1
C2cd4a	C2cd4a_2	1
C2cd4a	C2cd4a_4	1
Trove2	Trove2_2	1
Trove2	Trove2_1	1
Trove2	Trove2_5	1
Trove2	Trove2_3	1
Trove2	Trove2_4	1
Kif7	Kif7_3	1
Kif7	Kif7_5	1
Kif7	Kif7_1	1
Kif7	Kif7_2	1
Kif7	Kif7_4	1
Slc16a8	Slc16a8_1	1
Slc16a8	Slc16a8_4	1
Slc16a8	Slc16a8_2	1
Slc16a8	Slc16a8_5	1
Slc16a8	Slc16a8_3	1
Phlpp1	Phlpp1_5	1
Phlpp1	Phlpp1_2	1
Phlpp1	Phlpp1_4	1
Phlpp1	Phlpp1_3	1
Phlpp1	Phlpp1_1	1
Klhl28	Klhl28_1	1
Klhl28	Klhl28_3	1
Klhl28	Klhl28_2	1
Klhl28	Klhl28_4	1
Klhl28	Klhl28_5	1
Olfr448	Olfr448_4	1
Olfr448	Olfr448_2	1
Olfr448	Olfr448_1	1
Olfr448	Olfr448_3	1
Olfr448	Olfr448_5	1
Cpne9	Cpne9_3	1
Cpne9	Cpne9_5	1
Cpne9	Cpne9_4	1
Cpne9	Cpne9_1	1
Cpne9	Cpne9_2	1
Tapbp	Tapbp_2	1
Tapbp	Tapbp_5	1
Tapbp	Tapbp_4	1
Tapbp	Tapbp_1	1
Tapbp	Tapbp_3	1
Gpr88	Gpr88_1	1
Gpr88	Gpr88_5	1
Gpr88	Gpr88_3	1
Gpr88	Gpr88_4	1
Gpr88	Gpr88_2	1
Wdr44	Wdr44_2	1
Wdr44	Wdr44_4	1
Wdr44	Wdr44_3	1
Wdr44	Wdr44_5	1
Wdr44	Wdr44_1	1
Haus2	Haus2_4	1
Haus2	Haus2_1	1
Haus2	Haus2_5	1
Haus2	Haus2_2	1
Haus2	Haus2_3	1
Srxn1	Srxn1_2	1
Srxn1	Srxn1_4	1
Srxn1	Srxn1_3	1
Srxn1	Srxn1_5	1
Srxn1	Srxn1_1	1
Osgin2	Osgin2_4	1
Osgin2	Osgin2_3	1
Osgin2	Osgin2_2	1
Osgin2	Osgin2_1	1
Osgin2	Osgin2_5	1
Lelp1	Lelp1_1	1
Lelp1	Lelp1_5	1
Lelp1	Lelp1_3	1
Lelp1	Lelp1_2	1
Lelp1	Lelp1_4	1
Ppp1r16a	Ppp1r16a_2	1
Ppp1r16a	Ppp1r16a_3	1
Ppp1r16a	Ppp1r16a_5	1
Ppp1r16a	Ppp1r16a_4	1
Ppp1r16a	Ppp1r16a_1	1
Ssbp2	Ssbp2_2	1
Ssbp2	Ssbp2_3	1
Ssbp2	Ssbp2_4	1
Ssbp2	Ssbp2_1	1
Ssbp2	Ssbp2_5	1
Eif2s3y	Eif2s3y_1	1
Eif2s3y	Eif2s3y_3	1
Eif2s3y	Eif2s3y_2	1
Eif2s3y	Eif2s3y_4	1
Eif2s3y	Eif2s3y_5	1
Slc50a1	Slc50a1_3	1
Slc50a1	Slc50a1_5	1
Slc50a1	Slc50a1_4	1
Slc50a1	Slc50a1_1	1
Slc50a1	Slc50a1_2	1
Usp2	Usp2_3	1
Usp2	Usp2_5	1
Usp2	Usp2_4	1
Usp2	Usp2_2	1
Usp2	Usp2_1	1
Tgds	Tgds_5	1
Tgds	Tgds_3	1
Tgds	Tgds_4	1
Tgds	Tgds_2	1
Tgds	Tgds_1	1
Bmpr1a	Bmpr1a_1	1
Bmpr1a	Bmpr1a_3	1
Bmpr1a	Bmpr1a_5	1
Bmpr1a	Bmpr1a_4	1
Bmpr1a	Bmpr1a_2	1
Rundc3a	Rundc3a_1	1
Rundc3a	Rundc3a_2	1
Rundc3a	Rundc3a_4	1
Rundc3a	Rundc3a_5	1
Rundc3a	Rundc3a_3	1
Herc3	Herc3_3	1
Herc3	Herc3_5	1
Herc3	Herc3_1	1
Herc3	Herc3_4	1
Herc3	Herc3_2	1
Abhd11	Abhd11_4	1
Abhd11	Abhd11_5	1
Abhd11	Abhd11_1	1
Abhd11	Abhd11_3	1
Abhd11	Abhd11_2	1
Lmntd2	Lmntd2_4	1
Lmntd2	Lmntd2_5	1
Lmntd2	Lmntd2_2	1
Lmntd2	Lmntd2_3	1
Lmntd2	Lmntd2_1	1
Mast2	Mast2_4	1
Mast2	Mast2_5	1
Mast2	Mast2_1	1
Mast2	Mast2_3	1
Mast2	Mast2_2	1
Fanca	Fanca_1	1
Fanca	Fanca_4	1
Fanca	Fanca_3	1
Fanca	Fanca_5	1
Fanca	Fanca_2	1
Mmel1	Mmel1_2	1
Mmel1	Mmel1_3	1
Mmel1	Mmel1_4	1
Mmel1	Mmel1_1	1
Mmel1	Mmel1_5	1
Podxl	Podxl_4	1
Podxl	Podxl_5	1
Podxl	Podxl_1	1
Podxl	Podxl_3	1
Podxl	Podxl_2	1
Gda	Gda_2	1
Gda	Gda_5	1
Gda	Gda_1	1
Gda	Gda_3	1
Gda	Gda_4	1
Hcst	Hcst_5	1
Hcst	Hcst_2	1
Hcst	Hcst_3	1
Hcst	Hcst_4	1
Hcst	Hcst_1	1
Tdo2	Tdo2_4	1
Tdo2	Tdo2_5	1
Tdo2	Tdo2_3	1
Tdo2	Tdo2_2	1
Tdo2	Tdo2_1	1
RP24-222O22.4	RP24-222O22.4_3	1
RP24-222O22.4	RP24-222O22.4_4	1
RP24-222O22.4	RP24-222O22.4_1	1
RP24-222O22.4	RP24-222O22.4_2	1
RP24-222O22.4	RP24-222O22.4_5	1
Atraid	Atraid_1	1
Atraid	Atraid_4	1
Atraid	Atraid_3	1
Atraid	Atraid_2	1
Atraid	Atraid_5	1
Zfp646	Zfp646_3	1
Zfp646	Zfp646_5	1
Zfp646	Zfp646_1	1
Zfp646	Zfp646_4	1
Zfp646	Zfp646_2	1
Syngap1	Syngap1_1	1
Syngap1	Syngap1_3	1
Syngap1	Syngap1_2	1
Syngap1	Syngap1_4	1
Syngap1	Syngap1_5	1
4933417A18Rik	4933417A18Rik_5	1
4933417A18Rik	4933417A18Rik_2	1
4933417A18Rik	4933417A18Rik_4	1
4933417A18Rik	4933417A18Rik_1	1
4933417A18Rik	4933417A18Rik_3	1
Arpc1a	Arpc1a_5	1
Arpc1a	Arpc1a_3	1
Arpc1a	Arpc1a_4	1
Arpc1a	Arpc1a_1	1
Arpc1a	Arpc1a_2	1
Tppp3	Tppp3_4	1
Tppp3	Tppp3_3	1
Tppp3	Tppp3_1	1
Tppp3	Tppp3_5	1
Tppp3	Tppp3_2	1
Trpt1	Trpt1_3	1
Trpt1	Trpt1_1	1
Trpt1	Trpt1_2	1
Trpt1	Trpt1_5	1
Trpt1	Trpt1_4	1
Rassf3	Rassf3_1	1
Rassf3	Rassf3_3	1
Rassf3	Rassf3_4	1
Rassf3	Rassf3_5	1
Rassf3	Rassf3_2	1
Lpin1	Lpin1_1	1
Lpin1	Lpin1_4	1
Lpin1	Lpin1_5	1
Lpin1	Lpin1_2	1
Lpin1	Lpin1_3	1
Vmn2r66	Vmn2r66_5	1
Vmn2r66	Vmn2r66_4	1
Vmn2r66	Vmn2r66_1	1
Vmn2r66	Vmn2r66_2	1
Vmn2r66	Vmn2r66_3	1
Prmt8	Prmt8_5	1
Prmt8	Prmt8_1	1
Prmt8	Prmt8_4	1
Prmt8	Prmt8_2	1
Prmt8	Prmt8_3	1
Fam105a	Fam105a_5	1
Fam105a	Fam105a_1	1
Fam105a	Fam105a_4	1
Fam105a	Fam105a_2	1
Fam105a	Fam105a_3	1
Hnf1b	Hnf1b_3	1
Hnf1b	Hnf1b_1	1
Hnf1b	Hnf1b_5	1
Hnf1b	Hnf1b_4	1
Hnf1b	Hnf1b_2	1
Nvl	Nvl_2	1
Nvl	Nvl_4	1
Nvl	Nvl_1	1
Nvl	Nvl_5	1
Nvl	Nvl_3	1
Slc25a33	Slc25a33_1	1
Slc25a33	Slc25a33_2	1
Slc25a33	Slc25a33_5	1
Slc25a33	Slc25a33_3	1
Slc25a33	Slc25a33_4	1
Gpr19	Gpr19_2	1
Gpr19	Gpr19_1	1
Gpr19	Gpr19_4	1
Gpr19	Gpr19_5	1
Gpr19	Gpr19_3	1
Ccdc141	Ccdc141_1	1
Ccdc141	Ccdc141_5	1
Ccdc141	Ccdc141_3	1
Ccdc141	Ccdc141_2	1
Ccdc141	Ccdc141_4	1
Ccdc122	Ccdc122_5	1
Ccdc122	Ccdc122_3	1
Ccdc122	Ccdc122_2	1
Ccdc122	Ccdc122_4	1
Ccdc122	Ccdc122_1	1
Ythdf1	Ythdf1_2	1
