sgRNA	Gene	T0	T12_DMSO_rep1	T12_DMSO_rep2	T12_MYCi_rep1	T12_MYCi_rep2
Armc7_5	Armc7	252	63	73	50	62
Map7_2	Map7	594.5	506	432	427	515
Clrn3_1	Clrn3	330	220	127	209	104
Klrd1_2	Klrd1	1049	990	1223	887	1406
Gm773_2	Gm773	634	696	964	475	861
Angpt4_3	Angpt4	745	662	442	492	607
Gng8_4	Gng8	637.5	357	498	423	339
Gjb4_3	Gjb4	326	274	310	320	340
Slc8a3_2	Slc8a3	473.5	425	324	387	271
Ankdd1b_4	Ankdd1b	838.5	450	535	518	636
Ltbp1_5	Ltbp1	631	595	626	664	913
Pabpn1l_4	Pabpn1l	694.5	602	719	734	1186
Kctd8_1	Kctd8	1223.5	822	746	887	712
Med17_2	Med17	457.5	179	281	169	130
Slitrk1_3	Slitrk1	264	265	177	219	228
Tymp_3	Tymp	715	525	544	605	560
Gm10093_1	Gm10093	612	537	589	580	678
Taar2_3	Taar2	967	668	699	827	588
Xkr9_4	Xkr9	647.5	392	336	429	275
Olfr281_1	Olfr281	485	256	237	447	266
Xpo1_4	Xpo1	360	44	107	36	147
Fuca1_3	Fuca1	670.5	649	140	630	313
Gprin1_1	Gprin1	458	308	291	341	624
Ccdc162_1	Ccdc162	1574.5	1196	1580	1019	1956
Tprg_4	Tprg	353.5	215	93	218	203
Rrp7a_2	Rrp7a	801	398	210	400	132
Gtsf1_1	Gtsf1	700	746	558	697	454
Mlf2_4	Mlf2	1143.5	784	831	873	923
Kcnh3_5	Kcnh3	537.5	474	477	528	480
Lce1m_5	Lce1m	449	427	325	512	348
1700017D01Rik_1	1700017D01Rik	1757.5	1123	1323	1566	1869
Krtap22-2_4	Krtap22-2	1148.5	963	1135	1094	1375
Slc34a3_2	Slc34a3	273.5	239	773	173	396
Ube4b_4	Ube4b	946	362	237	405	148
Nat9_4	Nat9	537	233	330	467	451
Prl3c1_2	Prl3c1	614	323	522	296	322
Prlh_2	Prlh	579	527	337	597	393
Asmt_3	Asmt	270.5	175	141	229	112
Gimap5_1	Gimap5	1356	965	1414	1375	1314
Ap2m1_3	Ap2m1	762	170	142	316	236
Tfb2m_3	Tfb2m	533.5	240	314	481	780
Adrb2_1	Adrb2	694.5	848	668	930	632
Doc2b_3	Doc2b	511	453	301	380	453
Olfr914_1	Olfr914	613.5	692	1046	738	1100
Tmem229a_5	Tmem229a	671	345	569	481	580
Fitm2_5	Fitm2	562.5	651	247	455	370
Olfr392_4	Olfr392	1247.5	948	1226	1090	779
Smad5_1	Smad5	650	459	1027	529	710
Thumpd2_5	Thumpd2	997.5	794	406	874	512
Nup133_1	Nup133	423	268	257	497	305
Krtap14_3	Krtap14	758	641	491	568	651
Dhodh_5	Dhodh	650	143	208	146	177
Olfr150_1	Olfr150	568	621	671	650	683
Dedd2_1	Dedd2	494.5	389	316	350	227
Rilpl1_3	Rilpl1	1108.5	865	942	904	1109
Stk19_3	Stk19	472	377	659	444	573
Creb3l4_5	Creb3l4	529.5	510	262	452	368
Cyp3a16_4	Cyp3a16	706	506	426	444	451
Mdk_5	Mdk	397	210	152	184	213
Khk_4	Khk	670.5	495	622	495	482
Hrk_4	Hrk	651.5	708	596	630	576
Fcgr3_2	Fcgr3	1006	1037	827	1013	892
Sfxn4_3	Sfxn4	1814.5	1433	1115	1273	1404
Eps8_3	Eps8	460	460	647	580	579
Dtx1_1	Dtx1	333	236	345	401	321
Ccdc115_3	Ccdc115	768	586	332	762	509
Gas1_1	Gas1	580.5	454	302	485	265
Eif2b5_4	Eif2b5	586	155	32	137	62
Akr1c14_3	Akr1c14	298	389	130	230	105
Kdm8_3	Kdm8	1370.5	502	318	630	203
Car15_4	Car15	657.5	416	380	655	473
Pls1_1	Pls1	956.5	884	658	917	846
Ppp1r8_5	Ppp1r8	799	39	5	26	26
Gmds_2	Gmds	1293.5	773	1197	946	1217
Taf3_2	Taf3	881	368	137	460	214
Ly75_3	Ly75	1025.5	993	1014	919	1007
Sdk2_3	Sdk2	641	452	371	447	378
Acy3_1	Acy3	143	90	239	88	194
Kcnk6_1	Kcnk6	764.5	604	271	593	189
Ncoa6_3	Ncoa6	393	161	43	204	60
Matn2_3	Matn2	986.5	913	861	938	901
Tnks1bp1_2	Tnks1bp1	272.5	153	129	177	210
Pgap3_4	Pgap3	1391.5	1238	1083	966	1154
Idnk_1	Idnk	628.5	317	795	398	906
Trip4_2	Trip4	1433	768	491	936	624
Nelfa_2	Nelfa	357	135	38	238	18
Dgkq_2	Dgkq	415	256	485	218	393
Olfr572_1	Olfr572	989	733	705	885	721
Ksr1_1	Ksr1	503.5	422	269	468	500
Adam26b_4	Adam26b	583	606	273	789	444
Lrif1_5	Lrif1	528.5	611	465	504	807
Slc20a1_3	Slc20a1	282.5	205	193	191	185
Smad3_1	Smad3	289	175	68	196	129
Gpx4_4	Gpx4	407	57	0	50	0
Eno1_1	Eno1	695	184	101	123	116
Fcrl1_5	Fcrl1	1242.5	853	520	1030	496
Prop1_4	Prop1	430.5	301	410	377	454
Padi2_1	Padi2	349.5	288	430	296	589
Rab39b_3	Rab39b	647	548	368	604	529
Pdia5_4	Pdia5	1025.5	584	831	737	460
Tcerg1l_4	Tcerg1l	334	360	500	337	446
Rbsn_5	Rbsn	507	517	304	504	228
Nxpe5_3	Nxpe5	564.5	457	151	337	275
Lrrc59_4	Lrrc59	464.5	296	137	301	193
Grm7_1	Grm7	399	309	210	365	251
Tsga8_1	Tsga8	551.5	427	177	464	339
Gm6970_4	Gm6970	492	596	483	497	397
Rc3h1_5	Rc3h1	660.5	570	836	563	972
Fam73a_4	Fam73a	617.5	402	297	483	342
A830080D01Rik_3	A830080D01Rik	1002.5	738	769	804	774
Tor2a_3	Tor2a	400	447	323	313	108
Stk4_3	Stk4	737	746	423	794	325
Tas2r143_5	Tas2r143	384.5	269	136	276	152
Inpp5e_2	Inpp5e	502.5	318	250	316	494
Ticrr_5	Ticrr	351.5	154	88	118	43
Stxbp2_1	Stxbp2	577	412	338	556	306
Plcb1_4	Plcb1	521.5	447	278	640	396
Rab6a_1	Rab6a	582	411	164	312	213
Cemip_5	Cemip	776	625	335	669	497
Nxpe5_4	Nxpe5	668	457	416	433	343
Igf2bp3_2	Igf2bp3	321.5	252	141	225	196
Qtrtd1_2	Qtrtd1	1167.5	717	655	895	711
Ndufb8_3	Ndufb8	872.5	502	279	349	174
Nox1_2	Nox1	1048	839	627	974	578
Ppp1r1c_1	Ppp1r1c	486	589	642	359	525
Trhr_3	Trhr	534	463	290	453	488
Trex2_5	Trex2	1214	1051	1532	1078	1548
Car1_4	Car1	500.5	280	334	377	329
Zbtb24_2	Zbtb24	1185	885	1371	905	1569
Wfdc1_5	Wfdc1	920	1000	816	713	859
Zfp871_2	Zfp871	561.5	373	141	255	298
Olfr167_5	Olfr167	802.5	960	521	932	697
H2-M10.6_4	H2-M10.6	1318.5	973	1784	1110	2118
Adarb1_2	Adarb1	309.5	451	355	400	244
Strip1_2	Strip1	526	359	62	236	65
Dnaic1_1	Dnaic1	848.5	674	615	810	777
Rbm42_1	Rbm42	590	447	489	453	545
Csf2_5	Csf2	751	433	720	644	836
Agrn_1	Agrn	174.5	154	100	121	55
Rasd1_1	Rasd1	280.5	185	264	333	532
Phf14_2	Phf14	466	524	483	528	440
Ncs1_2	Ncs1	554.5	527	321	537	357
Naa38_4	Naa38	480.5	131	122	101	137
Lgi2_1	Lgi2	765	757	823	718	602
Uimc1_2	Uimc1	639	408	182	512	311
Spag7_3	Spag7	659.5	394	295	362	375
Nuak2_4	Nuak2	1522.5	1573	1867	1467	2142
Rcn1_4	Rcn1	259	151	411	213	603
Nutm1_2	Nutm1	545	506	511	339	900
Psmd2_5	Psmd2	855	536	986	544	1343
B3gat3_5	B3gat3	309	169	36	158	70
Olfr57_1	Olfr57	1130.5	1158	887	1089	1025
Lta4h_3	Lta4h	398	369	174	375	134
Klrg1_1	Klrg1	940	732	767	619	1087
Caprin2_4	Caprin2	658	522	577	648	497
Aunip_2	Aunip	161.5	73	120	134	69
Atoh1_3	Atoh1	550.5	255	528	363	569
Cltb_1	Cltb	231.5	198	129	239	79
Nt5m_2	Nt5m	838	648	394	625	451
Flna_2	Flna	997.5	768	804	750	1270
Rrnad1_2	Rrnad1	650.5	576	433	691	521
Micalcl_5	Micalcl	771	589	882	906	1115
Serpina3k_5	Serpina3k	396.5	246	154	189	235
Rnf207_2	Rnf207	1222.5	855	1034	1043	1281
1700010B08Rik_3	1700010B08Rik	1769	1170	1821	1208	1505
1110008P14Rik_1	1110008P14Rik	331	268	134	272	176
Pex6_4	Pex6	376.5	350	291	356	262
Adamtsl1_5	Adamtsl1	556.5	434	407	404	535
Cep126_1	Cep126	400.5	281	455	429	822
Crem_3	Crem	598	340	454	269	344
Slc16a3_5	Slc16a3	436.5	243	108	161	113
Uhrf1_5	Uhrf1	739	278	116	266	314
Pcnxl2_5	Pcnxl2	657	555	502	470	486
Rem2_1	Rem2	429.5	305	275	351	515
Cdk7_4	Cdk7	792.5	12	4	37	15
Tada2b_1	Tada2b	449.5	194	582	244	826
Mfsd1_1	Mfsd1	211	173	206	144	184
Trim75_1	Trim75	1112	864	1324	837	1388
Cyp2d37-ps_1	Cyp2d37-ps	1186	1041	1331	1095	1718
Scand1_5	Scand1	373	228	487	249	708
Amz1_3	Amz1	843	622	1427	524	1844
Arhgdib_4	Arhgdib	632	418	523	381	897
Cnot10_4	Cnot10	890	406	681	504	1131
Hopx_1	Hopx	696	638	969	551	743
Aph1a_2	Aph1a	875.5	711	561	945	486
Phf7_4	Phf7	1426.5	1256	1948	1525	2272
Sidt1_4	Sidt1	433	235	443	293	832
Jtb_5	Jtb	1042.5	858	830	811	846
Ceacam14_3	Ceacam14	919	565	408	564	353
Pdpr_4	Pdpr	864.5	643	850	687	766
Shisa8_3	Shisa8	842	604	810	676	635
Mccc2_1	Mccc2	536.5	449	634	389	526
Cryga_5	Cryga	1334	990	1740	970	1832
Vmn1r179_5	Vmn1r179	908	645	860	686	836
Ears2_5	Ears2	978.5	156	102	134	159
Ranbp10_2	Ranbp10	785	564	439	620	362
Mtcp1_3	Mtcp1	279.5	296	329	256	275
Tmem208_3	Tmem208	599	229	198	271	221
Atp5c1_3	Atp5c1	706.5	457	246	406	219
Pard6g_2	Pard6g	684	454	333	460	470
Tmem88b_5	Tmem88b	789.5	374	363	387	478
Galr1_2	Galr1	372	205	196	348	256
Fam162a_4	Fam162a	481	164	147	206	175
Vwa5b2_3	Vwa5b2	905.5	485	782	585	920
Fabp12_2	Fabp12	677.5	593	983	648	1237
Bpifb6_1	Bpifb6	681.5	509	496	550	356
Krt33b_4	Krt33b	836	895	700	916	861
Olfr1132_4	Olfr1132	463.5	310	137	237	266
Mogat2_5	Mogat2	514.5	439	96	482	154
Brd3_1	Brd3	1353	1375	1243	1346	1486
1110017D15Rik_3	1110017D15Rik	825	576	442	451	321
Zfp39_3	Zfp39	285.5	168	183	169	188
Steap4_4	Steap4	1637.5	1644	1531	1569	1513
Sync_3	Sync	530.5	339	562	331	495
B4galt3_5	B4galt3	543.5	352	871	451	743
Acly_4	Acly	376.5	25	0	30	5
Tm7sf3_5	Tm7sf3	1029.5	826	549	801	775
Ly75_2	Ly75	1134	787	812	1010	834
Dhcr24_5	Dhcr24	342	343	342	377	215
Ccdc17_2	Ccdc17	413	392	475	334	499
Rchy1_1	Rchy1	463.5	365	421	420	473
Slc38a7_4	Slc38a7	725	781	978	700	859
Rps20_5	Rps20	832	193	0	221	0
Eif3i_2	Eif3i	361.5	19	19	71	13
Nabp2_1	Nabp2	470	164	125	393	200
Rab2b_4	Rab2b	884	820	656	796	497
Hist1h1d_2	Hist1h1d	298.5	322	459	362	582
Abcb10_1	Abcb10	980	746	1058	860	1157
Cdc37_3	Cdc37	507	209	163	152	125
Unc79_4	Unc79	420.5	358	197	473	170
Gmds_1	Gmds	868.5	474	1119	424	1220
Zfp35_3	Zfp35	976.5	664	1149	631	1125
Pink1_2	Pink1	450.5	317	243	257	350
Loxl4_1	Loxl4	867.5	667	1037	643	960
Nop2_4	Nop2	703	153	212	134	207
Ttc26_3	Ttc26	408.5	309	288	371	452
Sepn1_3	Sepn1	1050	708	364	773	331
Vmn1r196_1	Vmn1r196	288	298	116	313	196
Lrch1_3	Lrch1	1688.5	1500	1320	1146	1299
Sfxn5_4	Sfxn5	1048.5	742	1171	753	1232
Susd1_3	Susd1	436.5	229	286	411	745
Map3k10_4	Map3k10	212.5	208	50	210	50
Tubb4a_1	Tubb4a	1000.5	828	795	962	897
Nhsl1_3	Nhsl1	635.5	318	458	427	544
1810065E05Rik_4	1810065E05Rik	420	252	266	280	583
Tbxa2r_2	Tbxa2r	944	748	726	721	765
Atp5d_1	Atp5d	941.5	203	41	220	92
Ddost_1	Ddost	532	50	21	44	49
Hyou1_5	Hyou1	1019.5	268	334	288	218
Aco1_3	Aco1	617.5	479	352	505	447
Rbm7_4	Rbm7	584	662	1461	590	1341
Umodl1_2	Umodl1	938	888	1344	992	2479
Olfr288_2	Olfr288	766.5	641	320	627	357
Serpinb3c_4	Serpinb3c	1047.5	1065	934	904	814
Ak6_2	Ak6	1124	263	609	331	559
Tex13_1	Tex13	953	633	895	608	1178
Crls1_3	Crls1	893	64	0	93	45
Khdc1b_1	Khdc1b	770.5	778	534	726	590
Bscl2_2	Bscl2	481	334	459	321	482
Commd8_1	Commd8	181	128	138	187	155
Tmbim6_2	Tmbim6	188.5	258	168	151	136
LacZ_229	LacZ	738	701	725	595	925
Ptgds_2	Ptgds	1616	1162	1879	1111	2966
Pla2g4f_1	Pla2g4f	745.5	582	996	615	994
Ruvbl1_2	Ruvbl1	855	42	41	38	52
Pcbp4_5	Pcbp4	486.5	348	461	424	474
Trmt1l_5	Trmt1l	919.5	833	374	888	325
Syce1l_1	Syce1l	388	370	347	370	298
Nufip1_5	Nufip1	616	186	22	170	118
Gpr155_3	Gpr155	983.5	1026	427	991	451
Ino80b_4	Ino80b	808.5	278	263	374	275
Nim1k_3	Nim1k	719	560	668	695	811
Mtmr4_1	Mtmr4	1271	1449	1283	1542	1389
Tap2_2	Tap2	812	635	755	712	836
Phkg2_2	Phkg2	722.5	472	157	469	280
Tmod3_4	Tmod3	636	499	913	499	512
Lig4_5	Lig4	497.5	378	285	426	320
Gabpa_3	Gabpa	631.5	535	295	551	654
Zyg11a_4	Zyg11a	590	449	418	488	404
Sprr2b_4	Sprr2b	351.5	192	134	270	198
Gm4076_1	Gm4076	446.5	480	359	540	380
Gsap_2	Gsap	626.5	431	929	471	1305
H2-M1_5	H2-M1	334	320	218	401	151
Serinc1_5	Serinc1	464	376	507	307	524
Rpl13_5	Rpl13	733.5	55	2	34	18
Atr_4	Atr	571	275	225	189	104
Olfr959_1	Olfr959	971.5	627	1211	985	970
Vat1l_5	Vat1l	844.5	570	999	643	1264
Ppl_1	Ppl	175.5	113	55	127	57
Cd27_3	Cd27	1221.5	823	1031	885	935
Dnttip2_2	Dnttip2	1145.5	413	1073	352	1261
H2-Ob_3	H2-Ob	375.5	377	543	541	744
Pdzd8_2	Pdzd8	592	418	558	493	517
Il15_4	Il15	469	468	309	331	489
Atp5d_3	Atp5d	352	54	70	51	37
Kctd12_4	Kctd12	291.5	210	329	272	301
Vmn2r99_1	Vmn2r99	375.5	322	327	404	638
H2-T3_1	H2-T3	195	109	32	156	50
Cd302_5	Cd302	486.5	417	275	506	410
Wfdc5_1	Wfdc5	489.5	502	197	508	138
Olfr589_3	Olfr589	648.5	411	266	355	234
Apoh_4	Apoh	842.5	706	457	856	405
Map3k19_4	Map3k19	596	316	612	323	636
Clnk_3	Clnk	435	131	109	272	162
Strn3_2	Strn3	423.5	185	54	204	72
Snrpe_5	Snrpe	1243	732	799	489	513
Faim2_2	Faim2	1578	1392	2286	1220	2165
4933408B17Rik_5	4933408B17Rik	1647	1153	1230	1445	1304
AI429214_4	AI429214	1322.5	1181	1390	1310	1370
Olfr1085_3	Olfr1085	444.5	304	331	288	383
Cdh3_5	Cdh3	1185.5	1049	1019	1321	1051
Ulk2_5	Ulk2	112.5	69	11	68	52
Exoc2_2	Exoc2	1205	929	654	755	755
Miip_3	Miip	730	516	542	546	648
Azi2_2	Azi2	1677	1673	1183	1628	1454
Plch1_2	Plch1	1427	1151	1296	1094	1358
Hoxb8_2	Hoxb8	967	683	736	724	904
Kcne2_2	Kcne2	777	514	593	667	740
Gm5084_4	Gm5084	396.5	451	112	429	133
Flywch2_5	Flywch2	251	195	114	232	125
Usp40_1	Usp40	594	499	586	684	596
Cbr2_3	Cbr2	692	614	943	797	809
Oaz2_5	Oaz2	287	190	110	405	80
Bmp1_2	Bmp1	1172.5	1097	1439	963	1585
Uox_2	Uox	810.5	784	840	691	553
Cul9_2	Cul9	562	482	361	657	327
Olfr1215_3	Olfr1215	478	397	1413	412	1903
Dmbt1_2	Dmbt1	1222	623	402	787	470
Elmo1_1	Elmo1	967.5	723	526	633	541
Foxd3_5	Foxd3	249.5	102	376	157	481
Nudcd3_1	Nudcd3	493.5	241	168	202	244
5430427O19Rik_5	5430427O19Rik	1118	912	549	823	560
Tufm_4	Tufm	513.5	34	13	21	25
G6pdx_1	G6pdx	496.5	203	124	331	173
Trim26_2	Trim26	714	714	646	723	610
Ccdc66_4	Ccdc66	727.5	525	478	516	433
Glt6d1_2	Glt6d1	400	334	139	278	193
Nudt8_4	Nudt8	824	440	865	386	870
Kcnmb3_4	Kcnmb3	633.5	486	659	480	769
Sectm1b_1	Sectm1b	418	266	251	293	358
Cisd2_1	Cisd2	363	313	299	281	224
Aspscr1_3	Aspscr1	691	590	340	607	489
Chchd6_1	Chchd6	339	224	1187	269	820
Surf2_2	Surf2	128	120	120	141	118
Rep15_4	Rep15	266.5	224	186	209	217
Rmnd1_2	Rmnd1	1083.5	550	212	651	135
Mpp7_5	Mpp7	1157	1050	1371	1227	1777
Krtap9-3_1	Krtap9-3	381.5	465	165	414	84
Hus1b_3	Hus1b	923	662	335	867	347
Zbtb12_1	Zbtb12	735.5	742	517	782	847
Mib2_3	Mib2	932.5	676	140	559	170
Thumpd1_1	Thumpd1	411.5	291	259	288	196
Tbc1d8_2	Tbc1d8	593.5	462	723	319	957
Hcst_4	Hcst	1109.5	763	553	897	664
AW551984_2	AW551984	891.5	462	554	570	533
Ccl20_2	Ccl20	853.5	816	725	834	717
Map3k7_1	Map3k7	412.5	320	375	217	230
Iqca_5	Iqca	847	734	862	509	599
B9d1_4	B9d1	1152.5	974	1119	946	1068
Atp11c_4	Atp11c	760	717	326	753	357
Grpel1_1	Grpel1	672	84	75	16	73
Phpt1_2	Phpt1	503	377	185	489	285
Stoml3_5	Stoml3	804	848	739	756	1040
Antxr1_4	Antxr1	474.5	388	301	466	342
Ndufb10_2	Ndufb10	477.5	348	692	362	323
Cd177_3	Cd177	665.5	585	489	495	610
Ttc7_5	Ttc7	590	448	228	508	188
4933436I01Rik_4	4933436I01Rik	1131.5	849	776	887	1147
Fbxw24_2	Fbxw24	1002.5	867	1006	1093	1061
Fam198a_3	Fam198a	522	391	541	547	598
Tollip_2	Tollip	764	635	538	726	522
Eif4ebp2_2	Eif4ebp2	169.5	139	32	184	116
Cox7a1_4	Cox7a1	239	121	63	242	175
Iqcd_4	Iqcd	653	746	318	730	340
Kif5c_4	Kif5c	581.5	573	436	392	596
Rimbp3_1	Rimbp3	692	428	189	475	369
Bag2_4	Bag2	203.5	137	159	150	427
Gucy1a2_5	Gucy1a2	362.5	257	118	321	154
Polm_5	Polm	756	682	1540	698	1138
Slc35f5_2	Slc35f5	678.5	504	1352	655	1556
Nisch_3	Nisch	985	785	778	766	906
Flnb_4	Flnb	676	658	497	887	599
6430573F11Rik_4	6430573F11Rik	935.5	777	388	743	392
4931406P16Rik_3	4931406P16Rik	474.5	357	202	297	163
Kif2b_4	Kif2b	904	754	728	559	605
Mylk4_5	Mylk4	786.5	709	477	651	504
Mkrn3_3	Mkrn3	388	297	91	276	174
Kat7_2	Kat7	632.5	468	240	454	141
Insl3_5	Insl3	596	468	192	467	226
Cox10_4	Cox10	447	339	402	227	227
Ryr3_4	Ryr3	690	314	1216	432	1548
Cltb_2	Cltb	395	286	217	345	416
Med12l_2	Med12l	301	183	76	168	86
Btbd10_3	Btbd10	924	740	504	665	601
Rnf146_1	Rnf146	729.5	1003	339	978	329
Hpse_1	Hpse	452.5	227	201	270	239
Cpped1_2	Cpped1	433.5	370	452	540	306
Slc17a5_5	Slc17a5	815	543	558	656	802
Gm7073_2	Gm7073	274.5	99	61	146	108
Adam7_2	Adam7	716	421	1600	505	1624
Il19_5	Il19	504.5	312	354	312	403
Olfr954_2	Olfr954	860.5	857	685	941	842
Tmem259_5	Tmem259	1334.5	825	1854	819	1569
Zfp35_4	Zfp35	558.5	386	440	529	518
Prl8a6_1	Prl8a6	1116	1019	1501	994	2084
Lce6a_2	Lce6a	499	256	392	719	877
4930430A15Rik_4	4930430A15Rik	454	264	196	386	284
Olfr648_3	Olfr648	1054.5	727	602	938	971
Dexi_2	Dexi	548.5	391	421	509	479
Krit1_5	Krit1	720.5	508	378	478	409
Gm527_5	Gm527	402	464	316	368	366
4931417E11Rik_5	4931417E11Rik	485	364	317	403	296
Fbxl13_2	Fbxl13	304	251	136	187	104
Nr2f1_3	Nr2f1	354	281	139	307	124
Mylk2_4	Mylk2	733	493	657	437	700
Gpkow_4	Gpkow	200.5	91	48	79	62
Hrh2_5	Hrh2	272	184	101	314	150
Lmo7_1	Lmo7	267.5	328	134	382	165
Spag4_1	Spag4	487.5	219	84	234	119
Olfr1316_4	Olfr1316	929	667	644	659	655
Dopey2_4	Dopey2	812	742	1141	979	947
Col4a3bp_4	Col4a3bp	449	519	211	407	180
D630044L22Rik_1	D630044L22Rik	469.5	324	308	412	478
Phf5a_1	Phf5a	325.5	26	15	31	3
Pebp1_1	Pebp1	555.5	254	185	317	330
Umod_2	Umod	187.5	175	124	212	142
Hmgb2_1	Hmgb2	772	922	587	877	702
Acpp_2	Acpp	261.5	191	146	294	296
Sdcbp_4	Sdcbp	436	251	157	305	222
A630095N17Rik_5	A630095N17Rik	1052	837	665	775	675
Casp1_2	Casp1	610.5	554	1025	413	990
Inpp5f_1	Inpp5f	581	630	714	616	564
Leo1_1	Leo1	406.5	237	141	494	301
Bloc1s6_4	Bloc1s6	732.5	656	841	658	1132
Tbc1d10c_2	Tbc1d10c	640	571	368	542	600
Zfp821_1	Zfp821	251.5	249	63	145	107
Fam109b_2	Fam109b	385	461	375	441	377
Olfr31_1	Olfr31	337	276	387	264	460
Olfr633_3	Olfr633	306	191	222	288	251
Hira_4	Hira	513.5	598	717	626	1158
Dcakd_2	Dcakd	864.5	707	622	645	973
Lrrc43_1	Lrrc43	526.5	379	267	312	573
Tekt4_4	Tekt4	205.5	140	189	165	239
Pof1b_3	Pof1b	1160	1152	1589	997	1601
Ccdc137_1	Ccdc137	367	141	56	250	56
Tmem210_3	Tmem210	303.5	258	236	231	249
Larp4_2	Larp4	415.5	161	127	216	62
Opn1sw_2	Opn1sw	855.5	566	571	527	579
Cd79b_2	Cd79b	840	655	698	598	491
Rhoc_4	Rhoc	925.5	623	773	777	897
Zbtb41_5	Zbtb41	716	374	181	664	467
Slc4a10_5	Slc4a10	1091.5	923	1339	863	1015
Fbp2_2	Fbp2	457	321	263	258	302
Iqca_4	Iqca	1800	1435	1307	1484	1687
Upk3b_2	Upk3b	933.5	881	1415	845	1473
Me2_4	Me2	702	560	445	595	389
Pabpc1_3	Pabpc1	426	439	363	319	364
Tirap_2	Tirap	373	180	217	349	215
Tmem253_3	Tmem253	232.5	198	255	305	374
Spata16_5	Spata16	487	232	348	335	440
Mageb4_2	Mageb4	437	246	374	230	284
Nr4a2_4	Nr4a2	659	434	325	570	238
Mllt11_3	Mllt11	919.5	1021	516	1100	468
Atp9a_4	Atp9a	885	439	187	528	187
Pik3ip1_1	Pik3ip1	249	88	433	254	573
Gopc_3	Gopc	665	538	547	632	574
Frmd6_5	Frmd6	556	388	264	602	239
Gm9923_2	Gm9923	855.5	237	152	248	114
Nabp2_2	Nabp2	335	149	18	70	42
Pygb_5	Pygb	161	186	190	111	136
Hs3st5_3	Hs3st5	790	529	605	636	520
Krt25_5	Krt25	621.5	404	383	364	374
Nap1l5_4	Nap1l5	343.5	229	263	320	291
Iqck_2	Iqck	292.5	341	265	527	338
Cysltr2_1	Cysltr2	464.5	409	445	610	374
Dse_3	Dse	742	487	657	484	437
Defb33_1	Defb33	400	343	357	420	424
Slc16a2_2	Slc16a2	743.5	490	641	698	799
Utp14b_3	Utp14b	1999.5	1707	2029	1513	1773
Gm6970_5	Gm6970	421.5	403	143	475	205
Patl2_3	Patl2	306	259	242	314	312
Tgfbrap1_5	Tgfbrap1	866.5	536	437	770	676
Mmachc_3	Mmachc	701.5	549	540	609	769
Ubl7_1	Ubl7	418.5	212	139	288	129
9430038I01Rik_5	9430038I01Rik	826	659	390	600	695
Golm1_5	Golm1	138	84	13	113	13
Eqtn_3	Eqtn	583.5	597	587	463	518
Vmn2r12_2	Vmn2r12	1100	990	964	1067	1313
Olfr803_5	Olfr803	634.5	408	412	509	347
Rasal2_2	Rasal2	299.5	249	244	194	413
Fbxw7_4	Fbxw7	365.5	469	121	439	338
Stk25_1	Stk25	822	410	676	603	700
C330007P06Rik_3	C330007P06Rik	419.5	369	431	354	233
Eapp_1	Eapp	745.5	335	320	329	481
Grem1_4	Grem1	268	114	188	208	223
Cep104_4	Cep104	1464.5	437	256	321	155
Ncl_5	Ncl	376	138	163	158	195
Snx27_4	Snx27	936	709	380	666	201
Rbpjl_1	Rbpjl	1249	792	956	809	797
Glrb_1	Glrb	581	519	373	452	495
Angptl7_1	Angptl7	778.5	668	877	588	1271
Hsd17b14_3	Hsd17b14	633	566	256	509	260
Nr2e1_2	Nr2e1	1036.5	891	343	677	452
Hspg2_1	Hspg2	615.5	607	601	446	369
Adamtsl5_5	Adamtsl5	409	243	140	562	261
Lrfn5_2	Lrfn5	722	767	1224	917	1595
Sfrp4_4	Sfrp4	853.5	853	646	714	474
Pknox1_3	Pknox1	727.5	649	546	719	579
Ap4m1_1	Ap4m1	422.5	375	410	473	525
Abhd4_4	Abhd4	462	187	183	270	365
Pcdhgb6_2	Pcdhgb6	253	77	806	266	1092
Sugct_4	Sugct	381.5	246	270	418	237
Kl_3	Kl	875	835	347	882	418
Utp20_3	Utp20	400	135	29	319	124
C2cd2l_3	C2cd2l	788.5	709	555	696	544
Dnajc19_1	Dnajc19	884	277	356	347	375
Rrm2_2	Rrm2	272	138	79	194	82
Agmo_5	Agmo	521	343	296	329	258
B4galnt3_4	B4galnt3	287	253	156	306	159
Atp5j2_3	Atp5j2	731	88	66	99	41
Slc24a3_2	Slc24a3	717	626	413	754	797
Slc25a32_5	Slc25a32	486	261	185	231	271
Smad2_5	Smad2	666.5	376	459	482	478
Syngr3_5	Syngr3	622.5	454	497	475	462
Rdh1_3	Rdh1	750.5	781	1248	793	1182
Ino80d_3	Ino80d	462	216	243	202	226
Ints2_5	Ints2	285.5	128	165	110	142
Etnk1_3	Etnk1	987	875	573	1035	733
Tmem28_5	Tmem28	343.5	295	287	153	406
Tmem246_4	Tmem246	467	449	266	452	412
Olfr448_3	Olfr448	695.5	473	596	582	647
Eya4_3	Eya4	1350	1141	1160	1072	1278
Kcnh4_1	Kcnh4	642.5	377	482	585	828
4930544D05Rik_1	4930544D05Rik	462.5	448	388	473	574
Slc7a6_2	Slc7a6	839	511	733	523	826
Cyp21a1_5	Cyp21a1	642	417	684	540	700
Ralb_4	Ralb	221	213	217	288	127
Saxo1_2	Saxo1	836	748	373	692	352
Olfr1443_5	Olfr1443	765.5	952	558	767	527
Olfr923_5	Olfr923	615	398	302	565	368
